"","date","session","location","room","time","title","link"
"422","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","1:30PM","Noninvasive Genetics of Aardvarks to Illuminate Landcape Connectivity and Phylogeographic History","https://afstws2019.org/sessions/the-genes-among-us-molecular-methods-for-species-monitoring-and-biodiversity-surveys-in-aquatic-and-terrestrial-ecosystems/38733"
"423","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","1:50PM","Biodiversity of Cottus in Western North America: A Molecular Perspective","https://afstws2019.org/sessions/the-genes-among-us-molecular-methods-for-species-monitoring-and-biodiversity-surveys-in-aquatic-and-terrestrial-ecosystems/39015"
"424","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","2:10PM","Identification and Screening of New Diagnostic SNPs for Detecting Hybridization and Introgression between Rainbow Trout and Yellowstone Cutthroat Trout","https://afstws2019.org/sessions/the-genes-among-us-molecular-methods-for-species-monitoring-and-biodiversity-surveys-in-aquatic-and-terrestrial-ecosystems/38658"
"425","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","2:30PM","Monitoring Anadromous Fish Population Dynamics Using Environmental DNA","https://afstws2019.org/sessions/the-genes-among-us-molecular-methods-for-species-monitoring-and-biodiversity-surveys-in-aquatic-and-terrestrial-ecosystems/37164"
"426","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","2:50PM","Refreshment Break",""
"427","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","3:20PM","Experimental Evaluation of Abundance Estimates Using Environmental DNA across Flow Regimes and Aquatic Taxonomic Groups.","https://afstws2019.org/sessions/the-genes-among-us-molecular-methods-for-species-monitoring-and-biodiversity-surveys-in-aquatic-and-terrestrial-ecosystems/39040"
"428","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","3:40PM","Designing Environmental DNA Surveys in Complex Lentic Systems: Backpack Sampling for Rare Amphibians in Sierra Nevada Meadows.","https://afstws2019.org/sessions/the-genes-among-us-molecular-methods-for-species-monitoring-and-biodiversity-surveys-in-aquatic-and-terrestrial-ecosystems/38127"
"429","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","4:00PM","Using Environmental DNA to Validate the Occurrence and Habitat Associations of Torrent Salamanders to Inform ESA-Listing Decisions","https://afstws2019.org/sessions/the-genes-among-us-molecular-methods-for-species-monitoring-and-biodiversity-surveys-in-aquatic-and-terrestrial-ecosystems/36154"
"430","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","4:20PM","Adding Early-Detection Surveillance for Invasive Mussels to USGS Stream Gaging Networks","https://afstws2019.org/sessions/the-genes-among-us-molecular-methods-for-species-monitoring-and-biodiversity-surveys-in-aquatic-and-terrestrial-ecosystems/36140"
"431","September 30, 2019","The Genes Among Us: Molecular Methods for Species Monitoring and Biodiversity Surveys in Aquatic and Terrestrial Ecosystems","RSCC"," A2","4:40PM","Developing an Environmental DNA (eDNA) Filter That Is Self-Preserving and Biodegradable","https://afstws2019.org/sessions/the-genes-among-us-molecular-methods-for-species-monitoring-and-biodiversity-surveys-in-aquatic-and-terrestrial-ecosystems/37818"
"432","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","8:00AM","Responding to Ecosystem Transformation: Resist, Accept, or Direct?","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/40103"
"433","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","8:20AM","Guiding Principles for Managing Ecosystem Transformation","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/38870"
"434","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","8:40AM","Resisting, Accepting or Directing Change: A New Way to Think about Climate Adaptation","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/40523"
"435","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","9:00AM","The Anthropocene, 6th Extinction, and Managing with a Lens Towards Global Biodiversity: A Case Study for Stewarding Ecological Transformation on the Kenai Peninsula","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/40651"
"436","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","9:20AM","RAD-Ical Approaches for Managing Fish Populations in a Changing Climate.","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/39924"
"437","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","09:40AM","Break",""
"438","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","1:10PM","Panel Discussion","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/40721"
"439","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","2:10PM","Conservation When the Train Has Already Left the Station: Ecology of Amphibians in Changing and Changed Ecosystems","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/39971"
"440","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","2:30PM","Multi-Scale Changes in Montane Areas of the Great Basin","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/39238"
"441","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","2:50PM","Refreshment Break",""
"442","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","3:20PM","Flow Regime Influences the Trajectory of Ecosystem Transformation in Tropical Island Urban Streams","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/39446"
"443","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","3:40PM","Managing for Socio-Ecological Change in the Mojave Desert","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/39576"
"444","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","4:00PM","Restoring Carter Lake, Overcoming Political Paralysis","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/39872"
"445","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","4:20PM","Indicators of Ecosystem Transformation in Alaskan Fisheries","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/40006"
"446","September 30, 2019","Responding to Ecosystem Transformations: Resist, Accept, or Direct?","Atlantis"," Grand Ballroom 4","4:40PM","A Rapid Social Threshold May Lead to Long-Term Ecological Transformation By Hippos in Colombia","https://afstws2019.org/sessions/responding-to-ecosystem-transformations-resist-accept-or-direct/38789"
"447","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","8:00AM","Introductory Remarks","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/41664"
"448","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","8:20AM","I-Nature (Indigenous iNtegration of Aquatic sciences and Traditional-Ecological-Knowledge for Undergraduate culturally Responsive Education): Piloting a Culturally Inclusive Approach to STEM Education for Underrepresented Minority Undergraduates.","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/38481"
"449","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","8:40AM","Engaging Adolescent Learners through Marine Sciences","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/38498"
"450","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","9:00AM","Partnership Education Program Alaska","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/39346"
"451","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","9:20AM","Four Patterns of Gender Bias Every Professional Should Know","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/39679"
"452","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","09:40AM","Break",""
"453","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","1:10PM","Engagement in the Diversity Joint Venture for Conservation Careers","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/39768"
"454","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","1:30PM","Student Perspective of D&I Programs","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40223"
"455","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","1:50PM","Moving Toward a Welcoming Culture By Addressing Sexual Harassment","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40442"
"456","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","2:10PM","Addressing Diversity, Equity, and Inclusion in Western Division AFS: Understanding the Issues","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40447"
"457","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","2:30PM","Removing the Stigma: Mental Health in the Natural Resources Profession","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40517"
"458","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","2:50PM","Refreshment Break",""
"459","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","3:20PM","A Three Year Reflective Look on AFS D&I Activities: Is It Working?","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40607"
"460","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","3:40PM","The Equal Opportunity Section of AFS: What’s in Your Tackle Box?","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40613"
"461","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","4:00PM","Finding Your Village","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40667"
"462","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","4:20PM","Turning the Tide through Feminist Political Ecology: (Re)Visiting Insights for Fisheries Science and Practice","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/39527"
"463","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","4:40PM","Embrace the Chase","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40691"
"464","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","5:00PM","Best Practices in Achieving Organizational Diversity and Inclusion in the Fisheries Community","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40700"
"465","September 30, 2019","Diversity and Inclusion: Leveraging Actions Through Collaboration","RSCC"," C3","5:20PM","Panel Discussion","https://afstws2019.org/sessions/diversity-and-inclusion-leveraging-actions-through-collaboration/40873"
"466","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","8:00AM","Relationships Among Side-Scan Sonar Classified Habitat and Fish Densities at Multiple Spatial Scales","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/40406"
"467","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","8:20AM","Planning for the Future: Utilizing Habitat and Climate Modeling to Prioritize Restoration Actions for Salmonids","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/40759"
"468","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","8:40AM","A New Parametric Mixture-Cure Survival Model to Predict Mortality Risk in the Context of Time-Varying Covariates","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/39659"
"469","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","9:00AM","Fish Predation on a Landscape Scale","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/39138"
"470","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","9:20AM","Fishes in the San Francisco Estuary: Some like It Hot, Some like It Cold, Some High Salinity, Some Low DO","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/40514"
"471","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","09:40AM","Break",""
"472","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","1:10PM","Spatial and Temporal Patterns of Land Use, Land Cover, and Land Change in Great Lakes Watersheds","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/40195"
"473","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","1:30PM","Lake Physics and Fish Habitat: Basin Characteristics, Sedimentation Zones and Habitat Partitioning Among Benthic Feeding Fish","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/38753"
"474","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","1:50PM","Fish Community Response to Rapidly Changing Conditions in the Nearshore Beaufort Sea","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/38663"
"475","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","2:10PM","Haddock without Cod: A Habitat Model to Help Recreational Anglers Catch One Species and Avoid Another","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/38926"
"476","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","2:30PM","The Challenges of Modeling the Distribution of Reef Fishes: Lessons from a Massive External Validation","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/38887"
"477","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","2:50PM","Refreshment Break",""
"478","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","3:20PM","Predicting Hydrologic Disturbance of Streams Using Species Occurrence Data","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/40494"
"479","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","3:40PM","Quantifying Spatio-Temporal Variability in Thermal Patterns Using a Fiber-Optic Distributed Temperature Sensing System","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/38996"
"480","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","4:00PM","Fish Habitat Modeling: A Comparative Study","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/39560"
"481","September 30, 2019","Habitat and Distribution Modeling Across Terrains and Disciplines: Addressing Common Challenges in Fisheries and Wildlife: Part I","RSCC"," A8","4:20PM","Quantifying Habitat Suitability for Forage Fishes in Chesapeake Bay: A Coupled Modeling Approach Using Fishery Surveys and a Hydrodynamic Model","https://afstws2019.org/sessions/habitat-and-distribution-modeling-across-terrains-and-disciplines-addressing-common-challenges-in-fisheries-and-wildlife-part-i/39636"
"482","September 30, 2019","Ecosystems (hosted by AFS)","RSCC"," A20","8:00AM","The Shrinking Lake Chad!: Urgent Need for Concerted Effort By Member Countries to Save It from Extinction","https://afstws2019.org/sessions/ecosystems/38276"
"483","September 30, 2019","Ecosystems (hosted by AFS)","RSCC"," A20","8:20AM","Assessing Niger-Delta Wetland Resources: A Case-Study of Mangrove Ecosystem","https://afstws2019.org/sessions/ecosystems/40047"
"484","September 30, 2019","Ecosystems (hosted by AFS)","RSCC"," A20","8:40AM","Do Resource Subsidies from Invasive Riparian Trees Facilitate Non-Native Fish in the Upper Colorado River Basin?","https://afstws2019.org/sessions/ecosystems/36689"
"485","September 30, 2019","Ecosystems (hosted by AFS)","RSCC"," A20","9:00AM","Ecological Thresholds in Forecast Performance for Key United States West Coast Chinook Salmon Stocks","https://afstws2019.org/sessions/ecosystems/39125"
"486","September 30, 2019","Ecosystems (hosted by AFS)","RSCC"," A20","9:20AM","Integrating Conceptual and Qualitative Models in Integrated Ecosystem Assessments – a Case Study in the Northeast United States Large Marine Ecosystem","https://afstws2019.org/sessions/ecosystems/40033"
"487","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","8:20AM","Time Versus Space: Choice of Effort Metric Can Avoid Bias in Boat Electrofishing CPUE","https://afstws2019.org/sessions/evaluating-methodologies/39156"
"488","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","8:40AM","To Randomize or Not to Randomize: An Evaluation of Survey Design for a Long-Term Monitoring Program","https://afstws2019.org/sessions/evaluating-methodologies/37112"
"489","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","9:00AM","Characterization and Visualization of Fish Otoliths Towards a Mechanistic Understanding of Otolith Formation and Growth","https://afstws2019.org/sessions/evaluating-methodologies/40291"
"490","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","9:20AM","Building a Common Framework for Inland Sport Fish Standard Assessment Methods","https://afstws2019.org/sessions/evaluating-methodologies/39763"
"491","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","09:40AM","Break",""
"492","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","1:10PM","Evaluating Remote Site Incubators to Support the Reintroduction of Arctic Grayling to Michigan","https://afstws2019.org/sessions/evaluating-methodologies/40023"
"493","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","1:30PM","Incision Healing Rate of Shortnose Gars Using Novel Surgical Methods for Transmitter Implantation","https://afstws2019.org/sessions/evaluating-methodologies/40224"
"494","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","1:50PM","Determining an Optimal 3-D Acoustic Telemetry Array Configuration in Aquatic Environment: Solution, Approach, and Field Verification","https://afstws2019.org/sessions/evaluating-methodologies/39918"
"495","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","2:10PM","Evaluation of Gill Net Design to Sample Fishes in Kansas Imoundments","https://afstws2019.org/sessions/evaluating-methodologies/39142"
"496","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","2:30PM","Standardization in Measuring and Reporting Fish Habitat Association Data: Application within Gulf Slope Drainages of Texas and Louisiana","https://afstws2019.org/sessions/evaluating-methodologies/38906"
"497","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","2:50PM","Refreshment Break",""
"498","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","3:20PM","Paired-Net Sampling and Capture Efficiency Probability for Rio Grande Silvery Minnow and Other Native Fish in the Rio Grande, New Mexico","https://afstws2019.org/sessions/evaluating-methodologies/35342"
"499","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","3:40PM","The Effect of Pulse Frequency on Capture Efficiency and Injury of Trout Sampled with Backpack Electrofishing","https://afstws2019.org/sessions/evaluating-methodologies/39095"
"500","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","4:00PM","Effect of Day and Night Release on Downstream Migration Survival of Hatchery-Reared Chinook Salmon Smolts","https://afstws2019.org/sessions/evaluating-methodologies/39442"
"501","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","4:20PM","What Biologists Need to Know about Sedating and Anesthetizing Fish","https://afstws2019.org/sessions/evaluating-methodologies/35520"
"502","September 30, 2019","Evaluating Methodologies (hosted by AFS)","RSCC"," A15","4:40PM","Establishing Edna Method Equivalency for an Autonomous Sampling and Preservation Instrument","https://afstws2019.org/sessions/evaluating-methodologies/39160"
"503","September 30, 2019","Carnivore Ecology & Management I (hosted by TWS)","RSCC"," F6","8:00AM","Estimating Occupancy and Recovery Trajectories of an Imperiled Carnivore By Integrating Camera Traps, Detection Dogs, and Reaction-Diffusion Models.","https://afstws2019.org/sessions/carnivore-ecology-management-i/38036"
"504","September 30, 2019","Carnivore Ecology & Management I (hosted by TWS)","RSCC"," F6","8:20AM","When Carnivores Clash: Evidence of Competition and Prey-Shifting By Brown Bears during a Period of Sea Otter Recovery","https://afstws2019.org/sessions/carnivore-ecology-management-i/35359"
"505","September 30, 2019","Carnivore Ecology & Management I (hosted by TWS)","RSCC"," F6","8:40AM","Conservation Implications of Sex-Specific Landscape Suitability for a Large Generalist Carnivore","https://afstws2019.org/sessions/carnivore-ecology-management-i/36369"
"506","September 30, 2019","Carnivore Ecology & Management I (hosted by TWS)","RSCC"," F6","9:00AM","Intraguild Interactions and Island Biogeography Drivers of Carnivore Spatiotemporal Distributions in a Temperate Archipelago","https://afstws2019.org/sessions/carnivore-ecology-management-i/37005"
"507","September 30, 2019","Carnivore Ecology & Management I (hosted by TWS)","RSCC"," F6","9:20AM","Relationships between Carnivores of the Oregon Cascades through Their Diet","https://afstws2019.org/sessions/carnivore-ecology-management-i/37125"
"508","September 30, 2019","Conservation & Ecology of Bats I (hosted by TWS)","RSCC"," F10","8:00AM","Long-Term Effects of Forest Harvesting on Habitat Use By Insectivorous Bats","https://afstws2019.org/sessions/conservation-ecology-of-bats-i/35667"
"509","September 30, 2019","Conservation & Ecology of Bats I (hosted by TWS)","RSCC"," F10","8:20AM","Characterizing Summer Roosts of Male Little Brown Myotis in Lodgepole Pine-Dominated Forests","https://afstws2019.org/sessions/conservation-ecology-of-bats-i/38175"
"510","September 30, 2019","Conservation & Ecology of Bats I (hosted by TWS)","RSCC"," F10","8:40AM","Bat Research, Education, and Outreach: Exploring Projects in Pennsylvania","https://afstws2019.org/sessions/conservation-ecology-of-bats-i/37765"
"511","September 30, 2019","Conservation & Ecology of Bats I (hosted by TWS)","RSCC"," F10","9:00AM","Distribution and Seasonal Occupancy of Hawaiian Hoary Bats on O‘Ahu","https://afstws2019.org/sessions/conservation-ecology-of-bats-i/36795"
"512","September 30, 2019","Conservation & Ecology of Bats I (hosted by TWS)","RSCC"," F10","9:20AM","Improving Bat Survey Efficiency and Probable Presence Results By Combining Physical Capture and Acoustic Recording Methods","https://afstws2019.org/sessions/conservation-ecology-of-bats-i/36716"
"513","September 30, 2019","Conservation & Ecology of Waterfowl I (hosted by TWS)","RSCC"," F7","8:00AM","Population Status and Vital Rates of Temperate-Breeding Canada Geese in Kansas","https://afstws2019.org/sessions/conservation-ecology-of-waterfowl-i/36122"
"514","September 30, 2019","Conservation & Ecology of Waterfowl I (hosted by TWS)","RSCC"," F7","8:20AM","An Assessment of Waterfowl Use of Intensely Managed Areas in Michigan","https://afstws2019.org/sessions/conservation-ecology-of-waterfowl-i/36801"
"515","September 30, 2019","Conservation & Ecology of Waterfowl I (hosted by TWS)","RSCC"," F7","8:40AM","Bear Presence Affects Behaviour of Nesting Lesser Snow Geese and Avian Predators","https://afstws2019.org/sessions/conservation-ecology-of-waterfowl-i/37724"
"516","September 30, 2019","Conservation & Ecology of Waterfowl I (hosted by TWS)","RSCC"," F7","9:00AM","Wetland Use By Spring Migrating Ducks in the Prairie Pothole Region of Iowa","https://afstws2019.org/sessions/conservation-ecology-of-waterfowl-i/38155"
"517","September 30, 2019","Conservation & Ecology of Waterfowl I (hosted by TWS)","RSCC"," F7","9:20AM","Integrated Population Models Reveal the Influence of Local Environmental Phenology and Immigration on Two Arctic-Breeding Goose Species","https://afstws2019.org/sessions/conservation-ecology-of-waterfowl-i/38121"
"518","September 30, 2019","Fire Impacts on Conservation I (hosted by TWS)","RSCC"," D7","8:00AM","Landscape Use By Forest Owls Two Years after Mixed-Severity Wildfire: Novel Findings Using Passive Acoustic Monitoring","https://afstws2019.org/sessions/fire-impacts-on-conservation-i/37932"
"519","September 30, 2019","Fire Impacts on Conservation I (hosted by TWS)","RSCC"," D7","8:20AM","Smoke on the Water, Fire in the Sky: Quantifying the Effects of Smoke Pollution on Large Mammal Movement and Detections","https://afstws2019.org/sessions/fire-impacts-on-conservation-i/37943"
"520","September 30, 2019","Fire Impacts on Conservation I (hosted by TWS)","RSCC"," D7","8:40AM","A Complex Social and Ecological Agent-Based Model of Pyrodiversity on State Game Areas in Michigan","https://afstws2019.org/sessions/fire-impacts-on-conservation-i/37400"
"521","September 30, 2019","Fire Impacts on Conservation I (hosted by TWS)","RSCC"," D7","9:00AM","A Multi-State Analysis of the Impacts of Wildfire on the Apparent Survival, Recruitment Rates, and Transition Probabilities of Northern Spotted Owls.","https://afstws2019.org/sessions/fire-impacts-on-conservation-i/37907"
"522","September 30, 2019","Fire Impacts on Conservation I (hosted by TWS)","RSCC"," D7","9:20AM","Retrospective Assessment of Suppression and Restoration As Tools for Conserving Sage- Grouse Habitat Degraded By Wildfires within the Great Basin","https://afstws2019.org/sessions/fire-impacts-on-conservation-i/38011"
"523","September 30, 2019","Invasive Species Management I (hosted by TWS)","RSCC"," D9","8:00AM","Measuring Impacts of Non-Native Species on Cavity-Nesting Birds at the Continental Scale","https://afstws2019.org/sessions/invasive-species-management-i/37020"
